,'caller_id','assigned_to','assignment_group','u_symptom','sys_updated_by','incident_state','subcategory','category','active','u_priority_confirmation','sys_created_by','opened_by','location','made_sla','knowledge','priority','complTime'
90380,3075,75,65,384,763,7,173,27,1,2,1,62,106,2,1,3,120.85
90383,2939,158,17,367,827,2,86,50,2,1,87,124,61,2,1,3,221.683333333333
90393,3095,211,41,367,325,8,38,29,2,1,3,33,45,2,1,3,384.383333333333
90398,1116,34,65,367,763,7,122,34,1,2,1,33,38,2,1,3,120.5
90400,1991,195,65,384,763,7,173,27,1,1,1,6,106,2,1,3,120.633333333333
90403,930,100,33,413,607,9,122,34,2,2,3,33,45,2,1,3,219.166666666667
90409,3403,149,17,367,10,2,75,19,2,1,116,138,61,2,1,3,220.1
90415,3633,137,13,1,763,7,209,32,1,2,80,142,45,1,1,2,211.516666666667
90418,5187,34,65,367,763,7,64,59,1,2,1,33,45,2,1,3,120.75
90423,4531,215,21,1,712,8,75,14,2,1,145,6,45,2,1,3,211.066666666667
90430,3193,1,71,191,763,8,240,46,2,1,1,6,45,2,1,3,284.2
90443,4626,34,65,413,763,7,122,34,1,2,1,33,61,2,1,3,120.583333333333
90446,545,164,65,1,763,7,75,27,1,2,1,158,61,2,1,3,121.366666666667
90451,3736,44,2,367,85,2,233,38,2,1,126,190,106,2,1,3,568.95
90454,3614,100,65,413,325,8,122,34,2,1,3,33,45,2,1,3,212.916666666667
90456,3614,100,33,413,325,2,122,34,2,1,3,33,45,2,1,3,212.916666666667
90468,1582,168,65,367,28,9,75,46,2,2,1,187,61,2,1,3,120.6
90472,2549,34,65,413,325,2,122,34,2,1,1,33,45,2,1,3,120.583333333333
90473,2549,34,65,413,325,9,122,34,2,2,1,33,45,2,1,3,120.583333333333
90475,4041,196,17,1,606,8,86,50,2,1,60,122,106,2,1,3,562.5
90476,4041,196,17,1,222,8,86,50,2,1,60,122,106,2,1,3,562.5
90497,1761,97,65,1,763,9,210,32,2,1,1,122,61,2,1,3,120.6
90508,4733,211,65,28,699,8,38,29,2,1,90,152,45,2,1,3,541.2
90514,4733,211,41,28,163,9,38,29,2,2,90,152,45,2,1,3,541.2
90516,1761,75,13,1,606,8,75,14,2,1,60,122,61,2,1,3,274.733333333333
90518,1761,75,65,1,728,8,75,14,2,1,60,122,61,2,1,3,274.733333333333
90537,2275,92,65,367,763,2,76,17,2,1,1,117,45,2,1,3,121
90541,1521,1,33,411,325,2,122,34,2,1,1,33,146,2,1,3,201.583333333333
90548,842,1,71,1,770,8,28,11,2,1,1,167,45,2,1,3,256.416666666667
90556,904,34,65,367,325,2,75,17,2,1,1,33,79,2,1,3,279.916666666667
90560,904,164,65,367,763,7,75,17,1,2,1,33,79,1,1,3,279.916666666667
90561,640,1,68,367,763,8,204,54,2,1,1,16,162,2,1,3,530.75
90568,640,73,68,367,559,9,204,54,2,2,1,16,162,2,1,3,530.75
90572,5216,145,21,18,783,2,76,17,2,1,153,202,45,2,1,3,200.666666666667
90578,2385,100,33,495,607,9,122,34,2,2,55,117,176,2,1,3,198.65
90606,4324,34,65,413,325,9,122,34,2,2,1,33,173,2,1,3,120.45
90613,2569,207,13,2,712,8,231,4,2,1,156,16,174,2,1,3,194.333333333333
90623,4297,75,1,18,30,8,76,17,2,1,153,202,176,2,1,3,242.283333333333
90626,4297,75,1,18,763,7,76,17,1,2,153,202,176,2,1,3,242.283333333333
90629,979,92,65,413,763,7,122,34,1,2,1,117,173,2,1,3,121.133333333333
90638,2383,100,65,452,770,8,122,34,2,1,103,167,173,2,1,3,197.966666666667
90641,2383,100,33,452,770,8,122,34,2,1,103,167,173,2,1,3,197.966666666667
90645,5205,210,65,367,763,2,76,17,2,1,1,16,170,2,1,3,120.95
90648,2140,34,65,413,763,2,122,34,2,1,1,33,185,2,1,3,120.6
90649,2140,34,65,413,325,9,122,34,2,2,1,33,185,2,1,3,120.6
90656,4232,4,31,157,763,7,131,38,1,2,3,33,185,1,1,3,577.583333333333
90665,3213,64,27,367,763,7,251,38,1,2,103,167,9,2,1,3,248.466666666667
90668,2427,34,65,413,763,7,122,34,1,2,1,33,185,2,1,3,120.133333333333
90674,2712,1,60,367,105,8,75,11,2,1,1,202,45,2,1,3,197.916666666667
90675,2712,1,65,367,574,8,75,11,2,1,1,202,45,2,1,3,197.916666666667
90678,2271,100,33,367,325,8,75,34,2,1,3,33,173,2,1,3,196.583333333333
90680,2271,100,33,367,763,7,75,34,1,2,3,33,173,2,1,3,196.583333333333
90681,1044,34,65,413,763,2,122,34,2,1,1,33,173,2,1,3,120.5
90686,2140,171,65,367,585,9,75,50,2,2,1,117,185,2,1,3,120.233333333333
90689,2140,100,33,411,585,8,122,34,2,1,55,117,185,2,1,3,197.133333333333
90690,2140,100,33,411,607,9,122,34,2,2,55,117,185,2,1,3,197.133333333333
90696,675,140,11,191,766,2,239,46,2,1,3,33,61,2,1,3,191.083333333333
90701,675,140,11,191,763,7,239,46,1,2,3,33,61,2,1,3,191.083333333333
90702,2604,34,65,413,763,2,122,34,2,1,1,33,181,2,1,3,197.05
90714,2140,117,4,367,712,2,167,50,2,1,3,33,185,2,1,3,599.733333333333
90718,1815,199,65,367,763,2,75,11,2,1,1,202,181,2,1,3,120.716666666667
90719,1815,199,65,367,105,9,75,11,2,2,1,202,181,2,1,3,120.716666666667
90720,1815,199,65,367,763,7,75,11,1,2,1,202,181,2,1,3,120.716666666667
90723,1634,34,65,413,763,7,122,34,1,2,1,33,170,2,1,3,120.6
90728,1449,199,65,367,105,2,75,14,2,1,1,202,106,2,1,3,121.416666666667
90732,3977,100,33,1,770,8,122,38,2,1,103,167,61,2,1,3,285.316666666667
90734,3977,100,33,1,717,2,122,38,2,2,103,167,61,2,1,3,285.316666666667
90739,4650,171,65,1,585,8,75,17,2,1,55,117,9,2,1,3,195.1
90747,1815,141,65,96,763,9,28,11,2,1,1,166,181,2,1,3,120.816666666667
90750,3795,142,1,1,770,9,75,4,2,2,103,167,132,2,1,3,120.5
90752,882,117,17,367,325,8,167,50,2,1,3,33,162,2,1,3,406.25
90753,882,117,47,367,325,8,167,50,2,1,3,33,162,2,1,3,406.25
90763,1793,34,65,367,763,7,196,46,1,2,1,33,61,2,1,3,121.183333333333
90769,3429,199,65,18,763,7,76,17,1,2,1,202,61,2,1,3,121.083333333333
90773,4015,64,28,2,763,7,165,50,1,2,156,16,198,2,1,3,188.066666666667
90777,882,117,17,367,325,2,167,50,2,1,3,33,162,2,1,3,405.783333333333
90782,882,117,4,367,12,9,167,50,2,2,3,33,162,2,1,3,405.783333333333
90784,4565,1,65,413,763,8,122,34,2,1,1,33,176,2,1,3,121.566666666667
90789,3282,210,65,367,763,7,75,46,1,2,1,16,106,2,1,3,120.5
90797,2826,169,65,367,469,5,75,50,2,1,3,33,176,2,1,3,626.383333333333
90798,2826,169,65,367,469,5,75,50,2,1,3,33,176,2,1,3,626.383333333333
90799,2826,169,65,367,315,5,75,50,2,1,3,33,176,2,1,3,626.383333333333
90804,3762,18,65,18,105,8,76,17,2,1,153,202,106,2,1,3,122.266666666667
90805,3762,18,1,18,105,8,76,17,2,1,153,202,106,2,1,3,122.266666666667
90813,4942,100,50,367,772,5,148,38,2,1,104,166,46,2,1,3,194.233333333333
90819,4942,100,33,495,607,9,122,34,2,2,104,166,46,2,1,3,194.233333333333
90824,5057,177,65,495,772,8,122,34,2,1,104,166,219,2,1,3,482.35
90835,3604,34,65,413,325,9,122,34,2,2,1,33,181,2,1,3,121.316666666667
90840,4661,34,65,367,469,5,75,14,2,1,1,33,61,2,1,3,289.283333333333
90847,2842,34,65,367,763,7,75,46,1,2,1,33,174,2,1,3,121.083333333333
90850,2427,75,1,367,763,7,75,46,1,2,3,33,185,2,1,3,193.95
90866,292,143,14,367,781,2,75,14,2,1,153,202,149,2,1,3,239.45
90868,292,143,14,367,781,9,75,14,2,2,153,202,149,2,1,3,239.45
90878,3060,54,65,367,446,9,75,46,2,2,1,33,184,2,1,3,403.316666666667
90882,3060,1,65,367,469,5,75,46,2,2,1,33,184,2,1,3,403.316666666667
90885,3060,75,65,367,763,7,75,46,1,2,1,33,184,1,1,3,403.316666666667
90889,1555,18,65,413,763,7,122,34,1,2,1,54,163,2,1,3,120.1
90891,1607,18,1,1,315,8,122,38,2,1,185,54,174,2,1,3,121
90900,2352,215,21,367,199,2,75,46,2,1,104,166,45,2,1,3,184.816666666667
90912,545,75,1,367,469,8,75,34,2,1,180,1,61,2,1,3,283.566666666667
90915,545,75,1,367,315,5,75,34,2,1,180,1,61,2,1,3,283.566666666667
90918,4467,1,65,1,763,8,68,46,2,1,1,54,106,2,1,3,121.366666666667
90924,1608,75,22,367,31,8,75,46,2,1,3,33,167,2,1,3,431.1
90927,1608,75,1,367,469,8,75,46,2,1,3,33,167,2,1,3,431.1
90934,4640,18,1,1,315,9,75,38,2,2,185,54,167,2,1,3,120.916666666667
90936,1192,75,13,367,325,8,75,44,2,1,3,33,106,2,1,3,282.633333333333
90937,1192,75,47,367,712,8,75,44,2,1,3,33,106,2,1,3,282.633333333333
90942,1192,75,1,367,325,8,75,44,2,1,3,33,106,2,1,3,282.633333333333
90959,2842,100,33,411,763,7,122,34,1,2,104,166,174,2,1,3,190.216666666667
90960,1192,45,18,367,325,8,75,46,2,1,3,33,106,2,1,3,184.15
90967,688,56,65,1,763,7,28,11,1,2,1,88,173,2,1,3,121.033333333333
90970,688,169,22,1,31,9,75,15,2,2,26,88,173,2,1,3,190.816666666667
90974,1388,56,65,1,763,7,75,46,1,2,1,88,106,2,1,3,121.25
90976,4294,61,15,1,477,2,10,35,2,1,185,54,181,2,1,3,235.766666666667
90977,4294,61,15,1,477,5,10,35,2,1,185,54,181,2,1,3,235.766666666667
90978,4294,61,15,1,477,5,10,35,2,1,185,54,181,2,1,3,235.766666666667
90984,4868,149,17,367,10,5,86,50,2,1,18,48,64,2,1,3,210.533333333333
90990,1768,211,41,367,763,7,75,29,1,2,26,88,51,1,1,3,348.066666666667
90992,4583,45,18,1,451,8,75,29,2,1,26,88,106,2,1,3,208.3
90998,4583,45,65,1,623,8,75,29,2,1,26,88,106,2,1,3,208.3
91002,4583,45,18,1,108,2,75,29,2,1,26,88,106,2,1,3,208.3
91005,2784,1,65,367,763,8,75,17,2,1,1,152,79,2,1,3,121.583333333333
91019,60,219,39,367,589,8,75,29,2,1,57,120,106,2,1,2,178.983333333333
91027,535,199,65,413,763,7,84,34,1,2,1,202,106,2,1,3,120.85
91029,4346,126,65,367,699,2,75,17,2,1,1,152,9,2,1,3,121.183333333333
91035,2731,93,1,1,589,8,75,46,2,1,57,120,61,2,1,2,124.116666666667
91037,2731,93,67,1,589,8,75,46,2,1,57,120,61,2,1,1,124.116666666667
91038,2731,93,67,1,589,8,75,46,2,1,57,120,61,2,1,1,124.116666666667
91039,2731,93,67,1,589,8,75,46,2,1,57,120,61,2,1,1,124.116666666667
91051,1995,1,65,1,623,8,21,50,2,1,1,122,9,2,1,1,123.966666666667
91053,1995,97,65,1,606,9,21,50,2,2,1,122,9,2,1,1,123.966666666667
91055,611,1,59,392,763,8,71,50,2,1,1,152,61,2,1,2,125.95
91059,611,97,65,392,763,7,71,50,1,2,1,152,61,1,1,2,125.95
91062,3630,1,65,367,606,8,63,9,2,1,1,202,61,2,1,3,124.833333333333
91066,350,186,65,1,71,9,75,9,2,2,1,122,61,2,1,3,168.6
91070,2533,126,65,367,699,9,122,38,2,2,1,152,61,2,1,2,122.533333333333
91072,2646,1,65,367,763,8,122,38,2,1,1,152,61,2,1,3,120.383333333333
91083,4921,18,1,1,315,9,75,17,2,2,60,122,61,2,1,3,205.183333333333
91094,1900,126,65,367,699,9,75,17,2,2,1,152,106,2,1,3,120.75
91100,2533,97,65,367,763,7,122,38,1,1,1,122,61,2,1,3,120.616666666667
91109,60,219,39,467,763,7,179,29,1,2,60,122,106,2,1,3,176.033333333333
91111,4382,126,65,367,699,2,75,17,2,1,1,152,61,2,1,3,120.95
91114,3886,149,17,501,606,8,103,59,2,1,60,122,61,2,1,3,198.383333333333
91117,3886,149,17,501,763,7,103,59,1,2,60,122,61,2,1,3,198.383333333333
91119,2563,126,65,367,699,2,75,17,2,1,1,152,45,2,1,3,163.266666666667
91123,3886,1,69,1,31,8,75,54,2,1,1,122,61,2,1,3,180.45
91127,976,1,68,367,763,8,204,54,2,1,1,152,61,2,1,3,173.383333333333
91136,1558,59,50,75,589,8,122,38,2,1,60,122,61,2,1,1,755.85
91139,1558,59,31,156,30,8,131,38,2,1,60,122,61,2,1,1,755.85
91142,1558,59,31,156,478,8,131,38,2,1,60,122,61,2,1,1,755.85
91150,4587,171,65,1,30,5,75,17,2,1,1,190,106,2,1,3,221.633333333333
91155,3347,34,65,1,763,7,75,17,1,2,1,33,9,2,1,3,120.95
91160,3347,15,65,501,325,8,103,59,2,1,3,33,9,2,1,3,176.616666666667
91166,74,1,59,393,325,8,71,50,2,1,1,33,61,2,1,3,121.2
91173,1428,186,65,367,511,8,85,50,2,1,3,33,45,2,1,3,210.65
91174,1428,186,1,367,325,8,85,50,2,1,3,33,45,2,1,3,210.65
91179,3973,1,21,367,325,8,75,59,2,1,1,33,45,2,1,3,269.383333333333
91181,3973,145,21,367,783,2,75,59,2,1,1,33,45,2,1,3,269.383333333333
91182,3973,1,67,367,783,2,75,59,2,1,1,33,45,2,1,3,269.383333333333
91194,2306,124,27,367,716,5,251,38,2,1,3,33,106,2,1,3,240.05
91199,1174,1,65,190,763,8,64,17,2,1,1,33,106,2,1,3,120.7
91202,4577,1,65,413,763,8,122,34,2,1,1,202,106,2,1,3,120.233333333333
91204,4577,199,65,413,105,9,122,34,2,2,1,202,106,2,1,3,120.233333333333
91205,4577,199,65,413,763,7,122,34,1,2,1,202,106,2,1,3,120.233333333333
91211,3178,34,65,413,763,7,122,34,1,2,1,33,61,2,1,3,120.666666666667
91214,638,45,18,18,399,2,76,17,2,1,153,202,106,2,1,3,239.583333333333
91218,638,45,18,18,399,2,76,17,2,1,153,202,106,2,1,3,239.583333333333
91229,1173,34,65,396,325,2,28,11,2,1,1,33,45,2,1,3,120.816666666667
91241,4958,34,65,367,325,2,76,17,2,1,1,33,79,2,1,3,121.633333333333
91245,5040,1,65,367,763,8,75,59,2,1,1,187,29,2,1,3,120.883333333333
91248,897,158,17,367,71,8,64,59,2,1,137,208,61,2,1,3,182.383333333333
91256,897,158,17,367,827,2,64,59,2,1,137,208,61,2,1,3,182.383333333333
91263,1614,149,17,18,222,2,76,17,2,1,137,208,61,2,1,3,182.533333333333
91267,1614,149,17,18,10,9,76,17,2,2,137,208,61,2,1,3,182.533333333333
91274,3155,184,48,48,589,8,75,38,2,1,57,120,89,2,1,3,370.483333333333
91275,3155,184,48,48,589,8,75,38,2,1,57,120,89,2,1,3,370.483333333333
91288,3155,120,46,1,383,8,183,34,2,1,57,120,89,2,1,2,150.083333333333
91292,3155,120,46,1,763,7,183,34,1,2,57,120,89,1,1,2,150.083333333333
91294,2642,1,67,367,325,8,75,14,2,1,1,33,73,2,1,3,317.95
91300,2642,75,65,367,469,9,75,14,2,2,1,33,73,2,1,3,317.95
91304,2275,34,65,18,325,9,76,17,2,2,1,33,106,2,1,3,120.75
91306,4691,45,65,367,325,8,76,17,2,1,3,33,61,2,1,3,240.716666666667
91309,4691,45,17,367,222,8,76,17,2,1,3,33,61,2,1,3,240.716666666667
91314,4691,45,18,367,763,7,76,17,1,2,3,33,61,1,1,3,240.716666666667
91316,314,210,65,413,156,9,122,34,2,2,1,16,9,2,1,4,120.3
91322,4373,166,65,190,25,9,64,17,2,2,1,186,79,2,1,3,120.95
91326,915,169,22,367,31,9,75,59,2,2,3,33,29,2,1,3,212.4
91355,3049,215,21,1,199,2,75,59,2,1,185,54,45,2,1,3,180.966666666667
91358,3049,215,21,1,549,2,75,59,2,2,185,54,45,2,1,3,180.966666666667
91363,1174,45,18,1,451,8,64,59,2,1,26,88,106,2,1,3,301.583333333333
91380,3377,186,65,18,71,2,76,17,2,1,1,208,45,2,1,3,177.45
91392,5218,215,21,1,199,9,103,59,2,2,60,122,45,2,1,3,320.316666666667
91399,3758,1,65,1,763,8,122,34,2,1,1,202,61,2,1,3,177.183333333333
91407,3758,30,65,367,763,7,122,34,1,2,1,202,61,2,1,3,177.183333333333
91412,2563,199,65,18,763,7,76,17,1,2,1,202,45,2,1,3,120.933333333333
91415,1196,1,65,367,763,8,75,17,2,1,1,152,79,2,1,3,121.583333333333
91419,1196,126,65,367,763,7,75,17,1,2,1,152,79,2,1,3,121.583333333333
91425,1506,45,18,501,399,9,103,59,2,2,3,33,106,2,1,3,561.766666666667
91427,946,231,58,367,229,2,75,44,2,1,172,36,89,2,1,3,120.416666666667
91428,946,231,58,367,229,9,75,44,2,2,172,36,89,2,1,3,120.416666666667
91433,946,231,58,367,229,2,75,44,2,1,172,36,89,2,1,3,120.183333333333
91436,946,231,58,367,229,2,75,44,2,1,172,36,89,2,1,3,120.166666666667
91437,946,231,58,367,229,9,75,44,2,2,172,36,89,2,1,3,120.166666666667
91440,946,231,58,367,229,9,75,44,2,2,172,36,89,2,1,3,121.05
91452,1394,1,71,2,763,8,30,46,2,1,1,33,106,2,1,3,195.35
91456,4890,34,65,18,325,9,76,17,2,2,1,33,106,2,1,3,121.35
91461,946,231,58,367,229,2,75,44,2,1,172,36,89,2,1,3,120.216666666667
91462,946,231,58,367,229,9,75,44,2,2,172,36,89,2,1,3,120.216666666667
91467,2714,15,20,367,325,8,75,59,2,1,3,33,9,2,1,3,199.066666666667
91477,58,142,65,1,770,9,28,11,2,2,1,167,45,2,1,3,121.016666666667
91478,58,142,65,1,763,7,28,11,1,2,1,167,45,2,1,3,121.016666666667
91483,946,231,58,367,229,2,75,44,2,1,172,36,89,2,1,3,121.016666666667
91485,946,231,58,367,763,7,75,44,1,2,172,36,89,2,1,3,121.016666666667
91488,59,1,65,515,200,8,38,29,2,1,1,16,106,2,1,3,123.016666666667
91491,1253,169,22,4,325,8,46,59,2,1,3,33,209,2,1,3,366.966666666667
91508,2530,34,65,367,325,9,75,17,2,2,1,33,106,2,1,3,120.816666666667
91510,1268,75,65,18,763,2,76,17,2,1,1,62,61,2,1,3,120.816666666667
91512,1268,75,65,18,763,7,76,17,1,2,1,62,61,2,1,3,120.816666666667
91523,4647,163,17,142,325,8,235,14,2,1,3,33,61,2,1,3,126.75
91534,2871,1,67,1,770,8,75,14,2,1,1,167,88,2,1,1,127.716666666667
91536,2871,27,67,1,329,9,75,14,2,2,1,167,88,2,1,1,127.716666666667
91537,2871,27,67,1,329,9,75,14,2,2,1,167,88,2,1,1,127.716666666667
91544,1952,34,65,1,763,7,75,14,1,2,1,33,61,2,1,3,120.666666666667
91554,1123,64,28,1,763,7,165,50,1,2,25,62,37,2,1,3,121.633333333333
91557,5136,34,65,367,325,9,75,46,2,2,1,33,9,2,1,3,120.616666666667
91560,3894,75,1,367,469,9,75,46,2,2,25,62,106,2,1,3,120.583333333333
91561,3894,75,1,367,763,7,75,46,1,2,25,62,106,2,1,3,120.583333333333
91562,4594,34,65,413,763,2,122,34,2,1,1,33,45,2,1,3,120.55
91563,4594,34,65,413,325,9,122,34,2,2,1,33,45,2,1,3,120.55
91566,4689,75,65,413,469,9,122,34,2,2,1,62,176,2,1,3,120.55
91581,4651,158,17,367,325,8,75,19,2,1,3,33,61,2,1,3,124.516666666667
91583,4651,158,17,367,222,2,75,19,2,1,3,33,61,2,1,3,124.516666666667
91590,3768,34,65,496,763,7,122,34,1,2,1,33,61,2,1,3,120.483333333333
91592,830,75,65,496,469,9,122,34,2,2,1,62,181,2,1,3,120.466666666667
91595,4660,34,65,367,325,2,76,17,2,1,1,33,61,2,1,3,120.466666666667
91604,373,75,65,376,763,2,210,32,2,1,1,62,106,2,1,3,120.4
91605,373,75,65,376,469,9,210,32,2,2,1,62,106,2,1,3,120.4
91611,3252,210,65,367,156,2,248,24,2,1,1,16,212,2,1,3,120.333333333333
91624,2162,122,48,1,763,7,10,35,1,2,3,33,61,1,1,3,506.333333333333
91631,3132,44,2,367,85,2,75,38,2,1,3,33,61,2,1,3,794.316666666667
91632,3132,44,2,367,375,9,75,38,2,2,3,33,61,2,1,3,794.316666666667
91640,1815,108,13,2,469,8,209,32,2,1,25,62,181,2,1,3,146.216666666667
91646,1815,207,16,2,135,2,209,32,2,1,25,62,181,2,1,3,146.216666666667
91654,4608,34,65,367,325,2,75,14,2,1,1,33,45,2,1,3,120.183333333333
91655,4608,34,65,367,325,2,75,14,2,1,1,33,45,2,1,3,120.183333333333
91657,4608,34,65,367,763,7,75,14,1,2,1,33,45,2,1,3,120.183333333333
91659,4919,75,1,367,469,9,75,34,2,2,25,62,9,2,1,3,120.15
91669,2879,30,65,367,347,9,75,54,2,2,1,33,106,2,1,3,222.133333333333
91671,1122,1,65,367,763,8,79,46,2,1,1,33,106,2,1,3,121.133333333333
91673,1122,34,65,367,325,9,79,46,2,2,1,33,106,2,1,3,121.133333333333
91674,1122,34,65,367,763,7,79,46,1,2,1,33,106,2,1,3,121.133333333333
91675,961,1,65,356,763,8,231,4,2,1,1,16,80,2,1,4,291.116666666667
91680,961,210,65,356,66,2,231,4,2,1,1,16,80,2,1,4,291.116666666667
91683,961,1,65,356,728,2,231,4,2,1,1,16,80,2,1,4,291.116666666667
91688,4121,196,18,501,325,8,103,15,2,1,3,33,106,2,1,3,368.116666666667
91703,1873,75,65,367,469,9,75,17,2,2,1,62,153,2,1,3,122.95
91704,1873,75,65,367,384,9,75,17,2,2,1,62,153,2,1,3,122.95
91709,3077,88,25,372,557,2,246,38,2,1,126,190,106,2,1,1,144.95
91728,1422,142,1,1,770,2,75,27,2,1,103,167,9,2,1,3,120.933333333333
91733,2559,172,20,367,32,2,75,59,2,1,3,33,9,2,1,3,121.883333333333
91734,2559,172,20,367,32,9,75,59,2,2,3,33,9,2,1,3,121.883333333333
91738,2602,29,18,1,345,2,86,50,2,1,3,33,106,2,1,3,143.883333333333
91740,2602,29,18,1,763,7,86,50,1,2,3,33,106,2,1,3,143.883333333333
91742,5136,210,65,367,156,9,75,46,2,2,1,16,9,2,1,3,120.883333333333
91747,3286,39,48,1,616,2,183,34,2,1,62,126,181,2,1,3,122.866666666667
91748,3286,39,48,1,383,5,183,34,2,1,62,126,181,2,1,3,122.866666666667
91749,3286,39,48,1,383,9,183,34,2,2,62,126,181,2,1,3,122.866666666667
91754,3100,1,65,411,607,2,122,34,2,1,1,33,45,2,1,3,170.85
91757,3100,80,60,411,571,2,122,34,2,1,1,33,45,2,1,3,170.85
91759,3100,80,60,411,763,7,122,34,1,2,1,33,45,2,1,3,170.85
91776,2036,88,25,1,781,2,213,38,2,1,3,33,128,2,1,3,557.783333333333
91780,2036,88,25,378,557,9,246,38,2,2,3,33,128,2,1,3,557.783333333333
91786,2127,207,16,367,135,2,75,15,2,1,3,33,219,2,1,3,126.766666666667
91788,2127,207,16,367,135,9,75,15,2,2,3,33,219,2,1,3,126.766666666667
91792,5213,61,50,160,477,9,147,38,2,2,25,62,181,2,1,3,559.8
91795,2693,75,65,18,469,9,76,17,2,2,1,62,45,2,1,3,120.716666666667
91798,5157,34,65,367,325,9,75,11,2,2,1,33,61,2,1,3,120.7
91804,2226,75,65,190,763,2,64,17,2,1,1,62,45,2,1,3,120.666666666667
91813,5157,34,65,367,325,9,34,46,2,2,1,33,61,2,1,3,120.633333333333
91814,5157,34,65,367,763,7,34,46,1,2,1,33,61,2,1,3,120.633333333333
91818,3603,1,65,413,763,8,122,34,2,1,1,16,30,2,1,3,145.6
91819,3603,1,33,411,156,8,122,34,2,1,1,16,30,2,1,3,145.6
91820,3603,1,65,411,607,8,122,34,2,1,1,16,30,2,1,3,145.6
91823,3603,34,65,411,763,7,122,34,1,2,1,16,30,2,1,3,145.6
91829,1764,1,17,501,770,2,75,15,2,1,103,167,61,2,1,3,169.516666666667
91830,1764,163,17,501,222,2,75,15,2,1,103,167,61,2,1,3,169.516666666667
91834,1764,163,17,501,845,5,75,15,2,1,103,167,61,2,1,3,169.516666666667
91839,5157,64,71,367,325,8,34,46,2,1,3,33,61,2,1,3,126.516666666667
91846,5157,64,28,367,763,7,34,46,1,2,3,33,61,2,1,3,126.45
91854,3111,30,65,367,347,5,75,46,2,1,1,62,219,2,1,3,366.45
91857,3111,75,65,367,469,9,75,46,2,2,1,62,219,2,1,3,366.45
91871,2740,210,65,367,156,9,75,46,2,2,1,16,61,2,1,3,120.433333333333
91875,3265,34,65,367,763,7,169,17,1,2,1,33,106,2,1,3,120.416666666667
91889,3207,158,17,19,763,7,64,59,1,2,126,190,61,2,1,3,124.35
91894,946,231,58,367,229,2,75,44,2,1,172,36,89,2,1,3,120.333333333333
91906,946,231,58,367,763,7,75,44,1,2,172,36,89,2,1,3,120.3
91911,2740,1,65,501,763,8,103,59,2,1,1,16,61,2,1,3,121.283333333333
91912,2740,210,65,501,156,9,103,59,2,2,1,16,61,2,1,3,121.283333333333
91916,181,215,21,4,199,2,37,26,2,1,3,33,45,2,1,3,127.266666666667
91918,181,215,21,4,763,7,37,26,1,2,3,33,45,2,1,3,127.266666666667
91919,946,231,58,367,229,2,75,44,2,1,172,36,89,2,1,3,120.316666666667
91921,946,231,58,367,763,7,75,44,1,2,172,36,89,2,1,3,120.316666666667
91932,5009,142,1,1,763,7,75,46,1,2,103,167,219,2,1,3,121.266666666667
91943,3818,45,18,367,399,9,64,59,2,2,25,62,106,2,1,3,459.216666666667
91948,505,135,18,367,721,8,75,46,2,1,94,159,106,2,1,3,120.216666666667
91950,505,135,18,367,721,9,75,46,2,2,94,159,106,2,1,3,120.216666666667
91952,4207,75,65,384,763,2,173,27,2,1,1,62,106,2,1,3,120.2
91960,1995,54,65,367,763,7,76,17,1,2,1,87,9,2,1,3,120.2
91962,3907,135,18,367,721,8,75,59,2,1,94,159,110,2,1,3,120.15
91970,195,62,51,1,763,7,122,34,1,2,33,96,219,1,1,3,560.15
91980,4308,207,16,367,712,2,204,54,2,1,25,62,106,2,1,3,697.116666666667
91981,4308,207,16,367,135,9,204,54,2,2,25,62,106,2,1,3,697.116666666667
91983,2743,34,65,413,763,2,122,34,2,1,1,33,45,2,1,3,121.083333333333
91987,1272,1,59,392,763,8,71,50,2,1,1,62,185,2,1,3,127
91989,1272,180,59,392,96,2,71,50,2,1,1,62,185,2,1,3,127
92001,3846,41,43,367,652,2,75,46,2,1,3,33,173,2,1,3,800
92005,946,231,58,367,229,2,75,44,2,1,172,36,89,2,1,3,120.966666666667
92007,946,231,58,367,763,7,75,44,1,2,172,36,89,2,1,3,120.966666666667
92014,3594,34,65,367,325,9,34,46,2,2,1,33,9,2,1,3,124.966666666667
92015,3594,34,65,367,763,7,34,46,1,2,1,33,9,2,1,3,124.966666666667
92017,558,39,48,1,383,9,183,34,2,2,165,19,106,2,1,3,120.95
92018,558,39,48,1,763,7,183,34,1,2,165,19,106,2,1,3,120.95
92020,1016,108,24,367,647,2,64,15,2,2,8,61,52,2,1,3,126.933333333333
92029,887,196,18,142,108,2,235,14,2,1,25,62,106,2,1,3,149.883333333333
92033,946,231,58,367,229,9,75,44,2,2,172,36,89,2,1,3,120.866666666667
92034,946,231,58,367,763,7,75,44,1,2,172,36,89,2,1,3,120.866666666667
92035,755,219,39,467,200,2,179,29,2,1,164,26,13,2,1,3,120.833333333333
92042,4990,196,18,142,108,9,235,14,2,2,3,33,106,2,1,3,169.833333333333
92049,4125,75,65,413,763,2,122,34,2,1,1,62,9,2,1,3,120.816666666667
92069,4127,34,65,367,325,9,235,14,2,2,1,33,106,2,1,3,170.733333333333
92071,2884,142,13,1,770,8,75,14,2,1,103,167,219,2,1,1,121.716666666667
92081,2412,75,65,367,469,9,64,17,2,2,1,33,45,2,1,3,196.7
